Code,Area,Year,Qualifications of working age population (16-64),number,denominator,percent,confidence
E09000007,Camden,2019,NVQ4+,113000,185600,60.9,4.8
E09000008,Croydon,2019,NVQ4+,107400,250200,42.9,4.3
E09000009,Ealing,2019,NVQ4+,130000,221300,58.7,5.5
E09000010,Enfield,2019,NVQ4+,87600,219000,40,5.1
E09000011,Greenwich,2019,NVQ4+,97100,195300,49.7,4.5
E09000012,Hackney,2019,NVQ4+,118400,206300,57.4,4.5
E09000013,Hammersmith and Fulham,2019,NVQ4+,88400,126200,70,4.9
E09000014,Haringey,2019,NVQ4+,115300,195500,59,4.7
E09000015,Harrow,2019,NVQ4+,78300,156300,50.1,5.5
E09000016,Havering,2019,NVQ4+,54100,160300,33.7,4.3
E09000017,Hillingdon,2019,NVQ4+,103600,199400,51.9,5.2
E09000018,Hounslow,2019,NVQ4+,100600,182300,55.2,6
E09000019,Islington,2019,NVQ4+,108300,175500,61.7,4.8
E09000020,Kensington and Chelsea,2019,NVQ4+,67600,103300,65.5,4.9
E09000021,Kingston upon Thames,2019,NVQ4+,70000,118100,59.3,4.9
E09000022,Lambeth,2019,NVQ4+,155700,244000,63.8,4.4
E09000023,Lewisham,2019,NVQ4+,129100,214600,60.2,4.4
E09000024,Merton,2019,NVQ4+,83300,138800,60,4.4
E09000025,Newham,2019,NVQ4+,110800,251600,44,5
E09000026,Redbridge,2019,NVQ4+,92000,201700,45.6,4.4
E09000027,Richmond upon Thames,2019,NVQ4+,81800,125100,65.4,4.9
E09000028,Southwark,2019,NVQ4+,144200,232500,62,4.4
E09000029,Sutton,2019,NVQ4+,60500,131800,45.9,4.3
E09000030,Tower Hamlets,2019,NVQ4+,142500,235600,60.5,4.8
E09000031,Waltham Forest,2019,NVQ4+,94800,188900,50.2,5.2
E09000032,Wandsworth,2019,NVQ4+,168300,235200,71.6,4.5
E09000033,Westminster,2019,NVQ4+,112700,172200,65.5,5.1
E12000001,North East,2019,NVQ4+,522200,1634600,31.9,0.9
E12000002,North West,2019,NVQ4+,1619800,4484600,36.1,0.7
E12000003,Yorkshire and The Humber,2019,NVQ4+,1152500,3370000,34.2,0.8
E12000004,East Midlands,2019,NVQ4+,1001500,2936100,34.1,1.1
E12000005,West Midlands,2019,NVQ4+,1227200,3601800,34.1,0.8
E12000006,East,2019,NVQ4+,1383100,3761300,36.8,0.9
E12000007,London,2019,NVQ4+,3280300,6055300,54.2,0.9
E12000008,South East,2019,NVQ4+,2416300,5562700,43.4,0.7
E12000009,South West,2019,NVQ4+,1303700,3322600,39.2,0.9
E92000001,England,2019,NVQ4+,13906500,34728900,40,0.3
W92000004,Wales,2019,NVQ4+,692200,1906100,36.3,0.7
S92000003,Scotland,2019,NVQ4+,1554000,3431300,45.3,0.7
N92000002,Northern Ireland,2019,NVQ4+,420300,1160200,36.2,1.2
K04000001,England and Wales,2019,NVQ4+,14598600,36635000,39.8,0.3
K03000001,Great Britain,2019,NVQ4+,16152600,40066300,40.3,0.2
K02000001,United Kingdom,2019,NVQ4+,16572900,41226500,40.2,0.2
E09000001,City of London,2019,NVQ3 only,!,8500,!,!
E09000002,Barking and Dagenham,2019,NVQ3 only,17400,136900,12.7,3.3
E09000003,Barnet,2019,NVQ3 only,39500,258700,15.3,3.6
E09000004,Bexley,2019,NVQ3 only,29200,155400,18.8,3.5
E09000005,Brent,2019,NVQ3 only,36100,220100,16.4,4.2
E09000006,Bromley,2019,NVQ3 only,32400,209400,15.4,3.2
E09000007,Camden,2019,NVQ3 only,17300,185600,9.3,2.9
E09000008,Croydon,2019,NVQ3 only,39700,250200,15.9,3.2
E09000009,Ealing,2019,NVQ3 only,19600,221300,8.9,3.2
E09000010,Enfield,2019,NVQ3 only,36300,219000,16.6,3.9
E09000011,Greenwich,2019,NVQ3 only,28000,195300,14.3,3.1
E09000012,Hackney,2019,NVQ3 only,21500,206300,10.4,2.8
E09000013,Hammersmith and Fulham,2019,NVQ3 only,12900,126200,10.2,3.2
E09000014,Haringey,2019,NVQ3 only,17200,195500,8.8,2.7
E09000015,Harrow,2019,NVQ3 only,22900,156300,14.7,3.9
E09000016,Havering,2019,NVQ3 only,21500,160300,13.4,3.1
E09000017,Hillingdon,2019,NVQ3 only,25100,199400,12.6,3.5
E09000018,Hounslow,2019,NVQ3 only,15100,182300,8.3,3.3
E09000019,Islington,2019,NVQ3 only,15700,175500,8.9,2.8
E09000020,Kensington and Chelsea,2019,NVQ3 only,14100,103300,13.7,3.5
E09000021,Kingston upon Thames,2019,NVQ3 only,17700,118100,14.9,3.5
E09000022,Lambeth,2019,NVQ3 only,26000,244000,10.7,2.8
E09000023,Lewisham,2019,NVQ3 only,31900,214600,14.9,3.2
E09000024,Merton,2019,NVQ3 only,16800,138800,12.1,2.9
E09000025,Newham,2019,NVQ3 only,28400,251600,11.3,3.2
E09000026,Redbridge,2019,NVQ3 only,22900,201700,11.3,2.8
E09000027,Richmond upon Thames,2019,NVQ3 only,16400,125100,13.1,3.5
E09000028,Southwark,2019,NVQ3 only,27800,232500,12,3
E09000029,Sutton,2019,NVQ3 only,19100,131800,14.5,3.1
E09000030,Tower Hamlets,2019,NVQ3 only,22900,235600,9.7,2.9
E09000031,Waltham Forest,2019,NVQ3 only,17300,188900,9.2,3
E09000032,Wandsworth,2019,NVQ3 only,14500,235200,6.2,2.4
E09000033,Westminster,2019,NVQ3 only,19800,172200,11.5,3.4
E12000001,North East,2019,NVQ3 only,297800,1634600,18.2,0.8
E12000002,North West,2019,NVQ3 only,790200,4484600,17.6,0.5
E12000003,Yorkshire and The Humber,2019,NVQ3 only,618500,3370000,18.4,0.7
E12000004,East Midlands,2019,NVQ3 only,604300,2936100,20.6,0.9
E12000005,West Midlands,2019,NVQ3 only,629100,3601800,17.5,0.7
E12000006,East,2019,NVQ3 only,633700,3761300,16.8,0.7
E12000007,London,2019,NVQ3 only,742800,6055300,12.3,0.6
E12000008,South East,2019,NVQ3 only,968000,5562700,17.4,0.6
E12000009,South West,2019,NVQ3 only,648200,3322600,19.5,0.7
E92000001,England,2019,NVQ3 only,5932700,34728900,17.1,0.2
W92000004,Wales,2019,NVQ3 only,334300,1906100,17.5,0.6
S92000003,Scotland,2019,NVQ3 only,463800,3431300,13.5,0.5
N92000002,Northern Ireland,2019,NVQ3 only,188900,1160200,16.3,0.9
K04000001,England and Wales,2019,NVQ3 only,6267000,36635000,17.1,0.2
K03000001,Great Britain,2019,NVQ3 only,6730800,40066300,16.8,0.2
K02000001,United Kingdom,2019,NVQ3 only,6919700,41226500,16.8,0.2
E09000001,City of London,2019,Trade Apprenticeships,!,8500,!,!
E09000002,Barking and Dagenham,2019,Trade Apprenticeships,2800,136900,2,*
E09000003,Barnet,2019,Trade Apprenticeships,!,258700,!,!
E09000004,Bexley,2019,Trade Apprenticeships,4500,155400,2.9,1.5
E09000005,Brent,2019,Trade Apprenticeships,2400,220100,1.1,*
E09000006,Bromley,2019,Trade Apprenticeships,3100,209400,1.5,*
E09000007,Camden,2019,Trade Apprenticeships,!,185600,!,!
E09000008,Croydon,2019,Trade Apprenticeships,1800,250200,0.7,*
E09000009,Ealing,2019,Trade Apprenticeships,1800,221300,0.8,*
E09000010,Enfield,2019,Trade Apprenticeships,3300,219000,1.5,*
E09000011,Greenwich,2019,Trade Apprenticeships,3100,195300,1.6,*
E09000012,Hackney,2019,Trade Apprenticeships,2100,206300,1,*
E09000013,Hammersmith and Fulham,2019,Trade Apprenticeships,1000,126200,0.8,*
E09000014,Haringey,2019,Trade Apprenticeships,!,195500,!,!
E09000015,Harrow,2019,Trade Apprenticeships,!,156300,!,!
E09000016,Havering,2019,Trade Apprenticeships,4800,160300,3,1.5
E09000017,Hillingdon,2019,Trade Apprenticeships,6900,199400,3.5,1.9
E09000018,Hounslow,2019,Trade Apprenticeships,2200,182300,1.2,*
E09000019,Islington,2019,Trade Apprenticeships,1500,175500,0.8,*
E09000020,Kensington and Chelsea,2019,Trade Apprenticeships,!,103300,!,!
E09000021,Kingston upon Thames,2019,Trade Apprenticeships,900,118100,0.8,*
E09000022,Lambeth,2019,Trade Apprenticeships,2600,244000,1.1,*
E09000023,Lewisham,2019,Trade Apprenticeships,2400,214600,1.1,*
E09000024,Merton,2019,Trade Apprenticeships,1700,138800,1.3,*
E09000025,Newham,2019,Trade Apprenticeships,!,251600,!,!
E09000026,Redbridge,2019,Trade Apprenticeships,1300,201700,0.7,*
E09000027,Richmond upon Thames,2019,Trade Apprenticeships,1000,125100,0.8,*
E09000028,Southwark,2019,Trade Apprenticeships,2100,232500,0.9,*
E09000029,Sutton,2019,Trade Apprenticeships,4000,131800,3,1.5
E09000030,Tower Hamlets,2019,Trade Apprenticeships,!,235600,!,!
E09000031,Waltham Forest,2019,Trade Apprenticeships,2800,188900,1.5,*
E09000032,Wandsworth,2019,Trade Apprenticeships,!,235200,!,!
E09000033,Westminster,2019,Trade Apprenticeships,!,172200,!,!
E12000001,North East,2019,Trade Apprenticeships,63800,1634600,3.9,0.4
E12000002,North West,2019,Trade Apprenticeships,129300,4484600,2.9,0.2
E12000003,Yorkshire and The Humber,2019,Trade Apprenticeships,116700,3370000,3.5,0.3
E12000004,East Midlands,2019,Trade Apprenticeships,101500,2936100,3.5,0.4
E12000005,West Midlands,2019,Trade Apprenticeships,101200,3601800,2.8,0.3
E12000006,East,2019,Trade Apprenticeships,101400,3761300,2.7,0.3
E12000007,London,2019,Trade Apprenticeships,70300,6055300,1.2,0.2
E12000008,South East,2019,Trade Apprenticeships,142000,5562700,2.6,0.2
E12000009,South West,2019,Trade Apprenticeships,116200,3322600,3.5,0.3
E92000001,England,2019,Trade Apprenticeships,942400,34728900,2.7,0.1
W92000004,Wales,2019,Trade Apprenticeships,56400,1906100,3,0.3
S92000003,Scotland,2019,Trade Apprenticeships,134000,3431300,3.9,0.3
N92000002,Northern Ireland,2019,Trade Apprenticeships,49900,1160200,4.3,0.5
K04000001,England and Wales,2019,Trade Apprenticeships,998800,36635000,2.7,0.1
K03000001,Great Britain,2019,Trade Apprenticeships,1132800,40066300,2.8,0.1
K02000001,United Kingdom,2019,Trade Apprenticeships,1182700,41226500,2.9,0.1
E09000001,City of London,2019,NVQ2 only,!,8500,!,!
E09000002,Barking and Dagenham,2019,NVQ2 only,23200,136900,17,3.7
E09000003,Barnet,2019,NVQ2 only,30000,258700,11.6,3.2
E09000004,Bexley,2019,NVQ2 only,32400,155400,20.8,3.6
E09000005,Brent,2019,NVQ2 only,32300,220100,14.7,4
E09000006,Bromley,2019,NVQ2 only,24000,209400,11.5,2.8
E09000007,Camden,2019,NVQ2 only,15000,185600,8.1,2.7
E09000008,Croydon,2019,NVQ2 only,39000,250200,15.6,3.2
E09000009,Ealing,2019,NVQ2 only,16800,221300,7.6,2.9
E09000010,Enfield,2019,NVQ2 only,32500,219000,14.8,3.7
E09000011,Greenwich,2019,NVQ2 only,22000,195300,11.3,2.8
E09000012,Hackney,2019,NVQ2 only,17700,206300,8.6,2.6
E09000013,Hammersmith and Fulham,2019,NVQ2 only,7300,126200,5.8,2.5
E09000014,Haringey,2019,NVQ2 only,16700,195500,8.5,2.7
E09000015,Harrow,2019,NVQ2 only,21000,156300,13.4,3.7
E09000016,Havering,2019,NVQ2 only,31000,160300,19.3,3.6
E09000017,Hillingdon,2019,NVQ2 only,16400,199400,8.2,2.9
E09000018,Hounslow,2019,NVQ2 only,19700,182300,10.8,3.7
E09000019,Islington,2019,NVQ2 only,15000,175500,8.6,2.7
E09000020,Kensington and Chelsea,2019,NVQ2 only,6500,103300,6.3,2.5
E09000021,Kingston upon Thames,2019,NVQ2 only,13500,118100,11.5,3.2
E09000022,Lambeth,2019,NVQ2 only,20900,244000,8.5,2.6
E09000023,Lewisham,2019,NVQ2 only,16100,214600,7.5,2.4
E09000024,Merton,2019,NVQ2 only,13600,138800,9.8,2.7
E09000025,Newham,2019,NVQ2 only,27900,251600,11.1,3.2
E09000026,Redbridge,2019,NVQ2 only,29600,201700,14.7,3.2
E09000027,Richmond upon Thames,2019,NVQ2 only,9000,125100,7.2,2.7
E09000028,Southwark,2019,NVQ2 only,22300,232500,9.6,2.7
E09000029,Sutton,2019,NVQ2 only,17700,131800,13.4,3
E09000030,Tower Hamlets,2019,NVQ2 only,21200,235600,9,2.8
E09000031,Waltham Forest,2019,NVQ2 only,24000,188900,12.7,3.5
E09000032,Wandsworth,2019,NVQ2 only,15200,235200,6.4,2.4
E09000033,Westminster,2019,NVQ2 only,9800,172200,5.7,2.5
E12000001,North East,2019,NVQ2 only,317400,1634600,19.4,0.8
E12000002,North West,2019,NVQ2 only,800700,4484600,17.9,0.5
E12000003,Yorkshire and The Humber,2019,NVQ2 only,555900,3370000,16.5,0.6
E12000004,East Midlands,2019,NVQ2 only,477600,2936100,16.3,0.8
E12000005,West Midlands,2019,NVQ2 only,625200,3601800,17.4,0.7
E12000006,East,2019,NVQ2 only,671800,3761300,17.9,0.7
E12000007,London,2019,NVQ2 only,659300,6055300,10.9,0.5
E12000008,South East,2019,NVQ2 only,872700,5562700,15.7,0.5
E12000009,South West,2019,NVQ2 only,530000,3322600,16,0.6
E92000001,England,2019,NVQ2 only,5510600,34728900,15.9,0.2
W92000004,Wales,2019,NVQ2 only,327000,1906100,17.2,0.6
S92000003,Scotland,2019,NVQ2 only,443300,3431300,12.9,0.5
N92000002,Northern Ireland,2019,NVQ2 only,192200,1160200,16.6,0.9
K04000001,England and Wales,2019,NVQ2 only,5837600,36635000,15.9,0.2
K03000001,Great Britain,2019,NVQ2 only,6280900,40066300,15.7,0.2
K02000001,United Kingdom,2019,NVQ2 only,6473100,41226500,15.7,0.2
E09000001,City of London,2019,NVQ1 only,!,8500,!,!
E09000002,Barking and Dagenham,2019,NVQ1 only,16200,136900,11.8,3.2
E09000003,Barnet,2019,NVQ1 only,7700,258700,3,1.7
E09000004,Bexley,2019,NVQ1 only,14200,155400,9.1,2.6
E09000005,Brent,2019,NVQ1 only,7000,220100,3.2,2
E09000006,Bromley,2019,NVQ1 only,15400,209400,7.3,2.3
E09000007,Camden,2019,NVQ1 only,12000,185600,6.5,2.4
E09000008,Croydon,2019,NVQ1 only,23600,250200,9.4,2.5
E09000009,Ealing,2019,NVQ1 only,11600,221300,5.3,2.5
E09000010,Enfield,2019,NVQ1 only,20300,219000,9.3,3
E09000011,Greenwich,2019,NVQ1 only,14800,195300,7.6,2.4
E09000012,Hackney,2019,NVQ1 only,12800,206300,6.2,2.2
E09000013,Hammersmith and Fulham,2019,NVQ1 only,3500,126200,2.8,1.7
E09000014,Haringey,2019,NVQ1 only,11300,195500,5.8,2.2
E09000015,Harrow,2019,NVQ1 only,12700,156300,8.1,3
E09000016,Havering,2019,NVQ1 only,22800,160300,14.2,3.2
E09000017,Hillingdon,2019,NVQ1 only,14500,199400,7.3,2.7
E09000018,Hounslow,2019,NVQ1 only,10900,182300,6,2.8
E09000019,Islington,2019,NVQ1 only,6400,175500,3.6,1.8
E09000020,Kensington and Chelsea,2019,NVQ1 only,4300,103300,4.2,2
E09000021,Kingston upon Thames,2019,NVQ1 only,6400,118100,5.4,2.2
E09000022,Lambeth,2019,NVQ1 only,13900,244000,5.7,2.1
E09000023,Lewisham,2019,NVQ1 only,12300,214600,5.7,2.1
E09000024,Merton,2019,NVQ1 only,7000,138800,5.1,2
E09000025,Newham,2019,NVQ1 only,20400,251600,8.1,2.8
E09000026,Redbridge,2019,NVQ1 only,20000,201700,9.9,2.7
E09000027,Richmond upon Thames,2019,NVQ1 only,7900,125100,6.3,2.5
E09000028,Southwark,2019,NVQ1 only,11500,232500,5,2
E09000029,Sutton,2019,NVQ1 only,13400,131800,10.2,2.6
E09000030,Tower Hamlets,2019,NVQ1 only,5300,235600,2.2,1.5
E09000031,Waltham Forest,2019,NVQ1 only,17500,188900,9.3,3
E09000032,Wandsworth,2019,NVQ1 only,7800,235200,3.3,1.8
E09000033,Westminster,2019,NVQ1 only,7200,172200,4.2,2.1
E12000001,North East,2019,NVQ1 only,184600,1634600,11.3,0.6
E12000002,North West,2019,NVQ1 only,472900,4484600,10.5,0.4
E12000003,Yorkshire and The Humber,2019,NVQ1 only,392500,3370000,11.6,0.6
E12000004,East Midlands,2019,NVQ1 only,326900,2936100,11.1,0.7
E12000005,West Midlands,2019,NVQ1 only,371700,3601800,10.3,0.5
E12000006,East,2019,NVQ1 only,461200,3761300,12.3,0.6
E12000007,London,2019,NVQ1 only,392800,6055300,6.5,0.4
E12000008,South East,2019,NVQ1 only,542800,5562700,9.8,0.4
E12000009,South West,2019,NVQ1 only,367800,3322600,11.1,0.6
E92000001,England,2019,NVQ1 only,3513000,34728900,10.1,0.2
W92000004,Wales,2019,NVQ1 only,212800,1906100,11.2,0.5
S92000003,Scotland,2019,NVQ1 only,271200,3431300,7.9,0.4
N92000002,Northern Ireland,2019,NVQ1 only,104800,1160200,9,0.7
K04000001,England and Wales,2019,NVQ1 only,3725800,36635000,10.2,0.2
K03000001,Great Britain,2019,NVQ1 only,3997000,40066300,10,0.1
K02000001,United Kingdom,2019,NVQ1 only,4101800,41226500,9.9,0.1
E09000001,City of London,2019,other qualifications,!,8500,!,!
E09000002,Barking and Dagenham,2019,other qualifications,20600,136900,15.1,3.5
E09000003,Barnet,2019,other qualifications,29900,258700,11.6,3.2
E09000004,Bexley,2019,other qualifications,10400,155400,6.7,2.2
E09000005,Brent,2019,other qualifications,21600,220100,9.8,3.4
E09000006,Bromley,2019,other qualifications,13200,209400,6.3,2.1
E09000007,Camden,2019,other qualifications,14200,185600,7.6,2.6
E09000008,Croydon,2019,other qualifications,19900,250200,8,2.4
E09000009,Ealing,2019,other qualifications,23500,221300,10.6,3.4
E09000010,Enfield,2019,other qualifications,28700,219000,13.1,3.5
E09000011,Greenwich,2019,other qualifications,17500,195300,9,2.6
E09000012,Hackney,2019,other qualifications,11400,206300,5.5,2.1
E09000013,Hammersmith and Fulham,2019,other qualifications,7200,126200,5.7,2.5
E09000014,Haringey,2019,other qualifications,23300,195500,11.9,3.1
E09000015,Harrow,2019,other qualifications,11400,156300,7.3,2.8
E09000016,Havering,2019,other qualifications,11200,160300,7,2.3
E09000017,Hillingdon,2019,other qualifications,19300,199400,9.7,3.1
E09000018,Hounslow,2019,other qualifications,14600,182300,8,3.2
E09000019,Islington,2019,other qualifications,10200,175500,5.8,2.3
E09000020,Kensington and Chelsea,2019,other qualifications,5000,103300,4.9,2.2
E09000021,Kingston upon Thames,2019,other qualifications,6000,118100,5.1,2.2
E09000022,Lambeth,2019,other qualifications,14400,244000,5.9,2.2
E09000023,Lewisham,2019,other qualifications,14100,214600,6.6,2.2
E09000024,Merton,2019,other qualifications,8100,138800,5.8,2.1
E09000025,Newham,2019,other qualifications,37200,251600,14.8,3.6
E09000026,Redbridge,2019,other qualifications,19300,201700,9.6,2.6
E09000027,Richmond upon Thames,2019,other qualifications,5800,125100,4.6,2.2
E09000028,Southwark,2019,other qualifications,11800,232500,5.1,2
E09000029,Sutton,2019,other qualifications,7400,131800,5.6,2
E09000030,Tower Hamlets,2019,other qualifications,19600,235600,8.3,2.7
E09000031,Waltham Forest,2019,other qualifications,15800,188900,8.4,2.9
E09000032,Wandsworth,2019,other qualifications,18700,235200,8,2.7
E09000033,Westminster,2019,other qualifications,11800,172200,6.9,2.7
E12000001,North East,2019,other qualifications,95700,1634600,5.9,0.5
E12000002,North West,2019,other qualifications,282700,4484600,6.3,0.3
E12000003,Yorkshire and The Humber,2019,other qualifications,249000,3370000,7.4,0.5
E12000004,East Midlands,2019,other qualifications,206500,2936100,7,0.6
E12000005,West Midlands,2019,other qualifications,280900,3601800,7.8,0.5
E12000006,East,2019,other qualifications,238300,3761300,6.3,0.5
E12000007,London,2019,other qualifications,503300,6055300,8.3,0.5
E12000008,South East,2019,other qualifications,299100,5562700,5.4,0.3
E12000009,South West,2019,other qualifications,180300,3322600,5.4,0.4
E92000001,England,2019,other qualifications,2335900,34728900,6.7,0.1
W92000004,Wales,2019,other qualifications,121800,1906100,6.4,0.4
S92000003,Scotland,2019,other qualifications,228500,3431300,6.7,0.3
N92000002,Northern Ireland,2019,other qualifications,46500,1160200,4,0.5
K04000001,England and Wales,2019,other qualifications,2457700,36635000,6.7,0.1
K03000001,Great Britain,2019,other qualifications,2686200,40066300,6.7,0.1
K02000001,United Kingdom,2019,other qualifications,2732700,41226500,6.6,0.1
E09000001,City of London,2019,no qualifications,!,8500,!,!
E09000002,Barking and Dagenham,2019,no qualifications,11400,136900,8.3,2.7
E09000003,Barnet,2019,no qualifications,12800,258700,4.9,2.1
E09000004,Bexley,2019,no qualifications,9400,155400,6.1,2.1
E09000005,Brent,2019,no qualifications,15600,220100,7.1,2.9
E09000006,Bromley,2019,no qualifications,8000,209400,3.8,1.7
E09000007,Camden,2019,no qualifications,12500,185600,6.7,2.5
E09000008,Croydon,2019,no qualifications,18800,250200,7.5,2.3
E09000009,Ealing,2019,no qualifications,18000,221300,8.1,3
E09000010,Enfield,2019,no qualifications,10300,219000,4.7,2.2
E09000011,Greenwich,2019,no qualifications,12900,195300,6.6,2.2
E09000012,Hackney,2019,no qualifications,22300,206300,10.8,2.9
E09000013,Hammersmith and Fulham,2019,no qualifications,5900,126200,4.7,2.2
E09000014,Haringey,2019,no qualifications,10800,195500,5.5,2.2
E09000015,Harrow,2019,no qualifications,9100,156300,5.8,2.6
E09000016,Havering,2019,no qualifications,15000,160300,9.3,2.6
E09000017,Hillingdon,2019,no qualifications,13700,199400,6.9,2.6
E09000018,Hounslow,2019,no qualifications,19200,182300,10.6,3.7
E09000019,Islington,2019,no qualifications,18400,175500,10.5,3
E09000020,Kensington and Chelsea,2019,no qualifications,4900,103300,4.7,2.2
E09000021,Kingston upon Thames,2019,no qualifications,3500,118100,3,1.7
E09000022,Lambeth,2019,no qualifications,10600,244000,4.3,1.9
E09000023,Lewisham,2019,no qualifications,8600,214600,4,1.8
E09000024,Merton,2019,no qualifications,8200,138800,5.9,2.1
E09000025,Newham,2019,no qualifications,25500,251600,10.1,3
E09000026,Redbridge,2019,no qualifications,16500,201700,8.2,2.4
E09000027,Richmond upon Thames,2019,no qualifications,3200,125100,2.5,1.6
E09000028,Southwark,2019,no qualifications,12600,232500,5.4,2.1
E09000029,Sutton,2019,no qualifications,9800,131800,7.4,2.3
E09000030,Tower Hamlets,2019,no qualifications,22800,235600,9.7,2.9
E09000031,Waltham Forest,2019,no qualifications,16800,188900,8.9,3
E09000032,Wandsworth,2019,no qualifications,9800,235200,4.1,2
E09000033,Westminster,2019,no qualifications,9900,172200,5.8,2.5
E12000001,North East,2019,no qualifications,153200,1634600,9.4,0.6
E12000002,North West,2019,no qualifications,389000,4484600,8.7,0.4
